user_id,login_attempts_count,failed_attempts_count,time_between_attempts,source_ip,geolocation_country,MFA_enabled,previous_breach_flag,failed_login_ratio,bot_detection_score,geo_distance_from_last_login,device_consistency_flag,concurrent_login_attempts,time_of_day,time_since_last_login,login_velocity,anomalous_ip_flag,credential_reuse_flag,CAPTCHA_failed_attempts,previous_attack_history
21,14,3,0.84,189.139.233.76,DE,1,1,0.13,0.43,8.87,0,1,7.71,0.41,6.61,0,0,0,0
22,13,1,0.64,181.136.105.68,DE,1,0,0.11,0.41,48.36,1,0,2.23,4.96,8.07,0,0,0,0
23,10,2,0.59,6.37.152.218,DE,1,0,0.16,0.3,99.59,1,1,9.18,3.2,5.24,0,0,0,0
24,5,1,0.88,155.246.187.78,DE,1,0,0.19,0.34,64.71,1,0,0.3,3.6,7.03,0,0,0,0
25,8,3,1.55,134.50.120.149,DE,1,1,0.05,0.09,13.62,0,0,19.91,3.36,6.22,0,0,0,0
26,14,2,1.29,123.116.189.23,GB,1,0,0.16,0.36,83.13,1,0,17.62,0.77,5.92,0,1,0,0
27,6,4,0.73,251.40.173.200,JP,0,0,0.16,0.02,50.82,1,0,3.8,3.09,5.02,0,0,0,0
28,11,2,1.44,168.67.165.134,JP,1,0,0.09,0.47,18.74,1,0,6.91,4.79,7.63,0,0,0,0
29,12,0,1.27,132.181.203.191,US,1,0,0.01,0.03,35.13,1,1,11.73,3.48,9.23,1,1,0,0
30,8,0,1.3,23.143.89.11,US,1,0,0.12,0.36,2.22,0,1,12.14,4.0,5.31,0,0,0,0
31,8,1,1.81,227.136.148.227,DE,0,0,0.16,0.21,36.34,1,1,0.61,0.33,5.03,0,0,0,0
32,5,3,1.19,13.156.0.97,DE,1,0,0.08,0.2,38.62,1,0,0.19,2.26,6.49,0,0,0,0
33,5,1,1.67,26.1.63.135,JP,1,0,0.07,0.41,70.2,1,1,2.74,1.96,5.61,0,0,0,0
34,14,1,1.84,196.99.14.156,IN,1,0,0.04,0.32,78.92,1,1,9.69,2.1,7.0,0,0,0,0
35,8,1,0.9,189.97.166.2,AU,0,0,0.04,0.43,41.69,1,0,9.42,4.92,6.92,0,0,0,0
36,10,2,0.65,56.18.8.118,IN,1,0,0.08,0.36,13.24,1,1,0.15,1.98,7.93,0,0,0,0
37,12,1,1.37,20.72.127.34,BR,0,0,0.12,0.35,23.88,1,1,9.67,0.22,6.49,0,0,0,0
38,12,1,1.82,22.62.68.58,AU,0,0,0.06,0.16,46.95,1,1,12.7,4.21,8.79,0,0,0,0
39,14,0,0.89,137.194.124.146,GB,1,0,0.01,0.18,61.1,0,0,17.71,4.87,8.71,0,0,0,0
40,12,1,1.18,94.248.157.9,CA,0,0,0.19,0.23,71.46,1,1,16.84,3.96,5.88,0,0,0,0
41,9,4,1.11,7.213.9.234,CA,1,0,0.13,0.49,41.99,0,1,6.43,4.49,7.06,0,0,0,0
42,11,3,0.52,90.98.0.97,DE,1,0,0.17,0.22,17.69,0,1,6.45,1.85,6.04,0,1,0,0
43,5,2,1.47,150.2.3.147,AU,1,0,0.06,0.01,85.81,1,0,21.79,3.43,5.04,0,0,0,0
44,12,0,0.94,80.248.18.165,IN,1,0,0.11,0.15,45.12,1,0,14.61,2.87,7.21,0,0,0,0
45,8,2,1.03,165.94.124.224,JP,0,0,0.13,0.46,5.64,1,1,20.05,0.92,9.14,0,0,0,0
46,14,2,1.61,192.246.69.14,US,1,1,0.11,0.35,13.54,1,0,23.12,0.38,9.22,0,0,0,0
47,9,0,1.42,253.87.62.251,JP,1,0,0.11,0.22,78.64,1,0,2.65,4.19,7.45,0,0,0,0
48,7,3,0.74,2.126.217.167,JP,0,0,0.06,0.21,22.92,1,1,7.14,0.39,7.81,0,0,0,0
49,10,0,1.84,92.115.225.109,IN,1,0,0.1,0.49,61.02,1,0,9.48,2.67,5.5,0,1,0,0
50,14,0,1.91,143.114.129.196,GB,1,0,0.08,0.34,98.17,1,0,19.73,2.19,6.99,0,0,0,0
51,13,2,0.55,200.45.19.208,BR,0,0,0.01,0.13,32.58,0,0,17.78,2.14,5.05,0,0,0,1
52,11,0,1.02,184.225.58.134,BR,1,0,0.02,0.46,33.46,1,1,21.27,0.51,5.29,0,0,0,0
53,13,0,0.96,238.118.63.18,AU,1,0,0.2,0.43,1.78,1,1,6.34,3.41,8.61,0,1,0,0
54,14,0,0.99,46.241.134.29,JP,1,0,0.04,0.4,35.02,0,0,2.75,3.16,7.7,0,0,0,0
55,11,0,1.47,4.84.219.226,JP,1,0,0.06,0.32,8.48,1,1,13.86,1.66,6.19,0,1,0,0
56,5,1,0.96,55.184.5.182,DE,1,0,0.09,0.16,52.83,1,0,16.7,1.79,6.47,0,0,0,0
57,6,3,0.64,130.6.4.225,AU,1,0,0.14,0.15,27.56,0,1,4.86,1.51,7.86,0,0,0,0
58,9,0,0.58,246.159.203.109,GB,1,0,0.02,0.33,63.43,1,0,11.52,1.56,7.16,0,0,0,0
59,9,0,1.89,81.235.189.219,GB,1,0,0.17,0.2,13.58,1,0,23.18,2.24,6.59,0,0,0,0
60,7,1,1.75,206.126.21.1,GB,0,0,0.17,0.34,45.76,1,0,11.65,3.25,7.72,0,0,0,0
61,11,4,1.58,42.247.105.99,AU,1,0,0.09,0.29,60.48,0,0,7.57,0.12,5.48,0,0,0,0
62,9,2,0.95,246.91.3.14,BR,0,0,0.15,0.47,20.1,1,0,4.07,2.44,5.21,0,0,0,0
63,12,2,0.93,116.36.33.6,DE,1,0,0.15,0.17,21.82,0,0,8.13,2.37,9.92,0,0,0,0
64,12,1,1.24,193.100.97.57,DE,1,0,0.02,0.27,69.02,1,0,8.78,1.64,5.06,0,0,0,0
65,6,4,1.79,229.184.50.32,US,1,0,0.1,0.28,92.08,1,0,9.12,2.66,5.19,0,0,0,0
66,7,4,1.66,57.254.122.208,GB,1,0,0.07,0.45,61.37,1,1,8.47,4.09,7.61,0,1,0,0
67,9,2,0.81,69.190.30.241,AU,1,0,0.1,0.01,35.26,1,0,8.83,3.4,8.57,0,0,0,0
68,10,0,0.97,129.187.235.17,IN,1,0,0.1,0.26,33.51,1,1,7.41,3.72,6.7,0,0,0,0
69,8,2,1.32,146.114.195.122,CA,1,0,0.13,0.3,9.72,1,1,13.17,0.4,9.92,0,0,0,0
70,14,1,1.52,72.35.232.217,US,1,0,0.07,0.26,66.8,1,0,18.89,3.88,5.78,0,0,0,0
71,6,3,1.83,95.192.176.144,GB,1,0,0.17,0.34,10.27,1,1,0.25,4.16,9.22,0,1,0,0
72,5,0,1.1,56.7.252.211,US,1,0,0.18,0.26,48.08,0,0,6.51,2.01,9.15,0,0,0,0
73,5,3,1.14,225.184.155.195,BR,0,0,0.06,0.05,75.32,0,1,7.79,2.72,9.94,0,0,0,0
74,11,1,1.48,209.206.69.110,IN,1,0,0.2,0.43,52.95,1,0,14.23,3.0,9.71,0,0,0,0
75,14,0,1.38,241.229.122.28,IN,0,0,0.06,0.21,36.92,1,1,1.39,4.73,8.66,0,0,0,0
76,6,1,1.27,209.4.195.78,JP,0,0,0.1,0.09,93.9,1,1,7.48,0.02,6.3,0,0,0,1
77,13,0,1.25,228.123.71.69,DE,1,0,0.02,0.07,61.62,1,1,1.04,0.08,6.63,1,0,0,0
78,14,1,1.08,32.201.71.165,US,1,0,0.07,0.01,56.15,0,1,15.62,1.63,7.19,0,1,0,0
79,5,1,1.51,24.55.157.26,GB,0,0,0.08,0.04,67.37,1,0,4.58,3.32,5.01,0,0,0,0
80,6,0,0.76,96.169.212.87,BR,1,0,0.19,0.42,78.03,0,0,18.58,0.47,8.26,0,0,0,0
81,5,1,1.64,40.73.229.44,JP,1,0,0.0,0.1,2.03,1,1,8.02,2.09,9.33,0,0,0,0
82,8,4,1.92,131.220.160.87,GB,1,0,0.09,0.47,53.93,0,0,20.69,3.7,8.27,0,0,0,0
83,8,3,1.53,203.60.247.197,IN,1,0,0.2,0.45,25.02,1,1,0.82,4.42,8.88,0,1,0,0
84,7,0,1.94,49.163.9.44,CA,1,0,0.15,0.05,13.56,1,0,9.4,2.34,5.07,0,0,0,0
85,12,0,1.3,117.116.150.2,US,1,0,0.15,0.42,61.36,0,0,18.61,4.46,7.77,0,0,0,1
86,10,2,1.98,70.242.145.6,CA,1,0,0.03,0.06,74.07,0,0,3.84,3.47,8.21,1,0,0,0
87,7,1,1.21,235.54.130.31,DE,1,0,0.09,0.08,82.04,1,0,20.7,2.62,5.22,0,0,0,0
88,13,0,0.95,217.216.107.157,CA,0,0,0.18,0.12,86.98,0,1,19.18,3.93,7.94,0,0,0,0
89,9,0,0.88,202.124.41.247,AU,1,0,0.09,0.03,7.21,1,1,13.41,4.04,5.16,0,0,0,0
90,6,0,1.76,34.154.71.116,CA,1,0,0.07,0.04,45.45,1,1,9.13,4.85,7.86,0,0,0,0
91,5,1,0.76,165.174.251.47,CA,1,0,0.12,0.13,35.21,1,1,23.02,0.82,7.61,0,0,0,0
92,8,1,1.15,17.217.99.170,AU,1,0,0.05,0.31,35.61,0,1,3.46,1.97,6.7,0,0,0,0
93,10,1,1.16,34.187.146.15,BR,1,0,0.07,0.18,39.19,0,0,10.6,3.12,8.34,0,0,0,0
94,10,0,0.74,15.83.172.97,CA,1,0,0.15,0.2,52.07,1,1,17.66,3.57,8.69,0,0,0,0
95,11,0,1.76,200.125.187.203,DE,1,0,0.17,0.49,59.07,1,1,10.02,3.69,9.48,0,0,0,0
96,14,3,0.52,184.11.65.121,GB,0,0,0.09,0.13,44.46,1,0,10.2,4.47,5.42,0,0,0,0
97,10,0,1.34,191.1.38.230,CA,1,0,0.02,0.08,87.93,1,0,6.58,2.27,5.71,0,0,0,0
98,12,1,1.07,70.249.4.101,GB,0,0,0.06,0.19,25.25,1,1,23.4,1.93,9.95,0,0,0,0
99,10,3,0.93,31.39.106.12,DE,0,0,0.13,0.13,53.78,0,1,14.74,2.31,8.41,0,0,0,0
100,10,3,1.91,119.118.131.230,GB,1,0,0.15,0.03,65.94,1,0,12.66,0.86,5.1,0,0,0,0
101,10,0,0.88,11.103.79.218,AU,1,0,0.08,0.15,82.71,1,0,7.88,2.79,9.74,0,0,0,0
102,12,0,0.82,3.133.91.62,AU,1,0,0.08,0.25,73.64,1,0,4.04,4.74,8.91,1,0,0,0
103,13,4,0.82,182.140.253.154,JP,1,0,0.08,0.39,28.66,0,0,0.72,2.48,8.64,0,0,0,0
104,12,2,0.78,176.30.201.136,AU,1,0,0.16,0.12,38.36,1,0,11.38,3.56,6.67,0,0,0,0
105,14,4,1.03,88.241.190.0,GB,1,0,0.13,0.3,10.05,0,1,20.9,0.46,5.57,0,0,0,0
106,13,1,0.86,93.229.64.153,DE,1,0,0.15,0.15,80.24,0,0,5.48,2.2,9.23,0,0,0,0
107,14,2,0.92,222.184.95.32,US,1,0,0.13,0.42,90.34,0,1,22.98,0.29,6.8,0,0,0,0
108,9,0,1.8,58.124.241.70,AU,1,0,0.2,0.35,80.07,1,0,3.3,4.97,5.25,0,0,0,0
109,11,3,1.82,196.131.62.44,JP,1,0,0.11,0.01,70.53,1,1,18.08,0.39,9.43,0,0,0,0
110,7,2,0.93,199.9.178.163,DE,1,0,0.19,0.03,65.25,0,1,1.95,4.63,6.7,0,0,0,0
111,8,0,1.15,99.39.130.78,GB,1,0,0.01,0.27,74.31,0,1,0.02,3.76,5.43,0,0,0,0
112,12,2,1.92,149.247.253.239,AU,1,0,0.07,0.46,86.3,1,0,9.26,3.7,9.3,0,1,0,1
113,14,4,1.39,32.22.174.171,IN,1,0,0.08,0.15,9.85,0,1,14.4,0.45,8.99,0,0,0,0
114,14,2,1.93,33.189.97.28,IN,1,0,0.04,0.11,66.08,1,0,16.07,3.45,7.57,0,0,0,0
115,6,1,1.77,137.26.39.130,IN,1,0,0.09,0.28,68.64,1,1,8.61,1.56,8.03,0,0,0,0
116,11,4,1.47,244.3.245.144,DE,1,0,0.15,0.36,5.03,1,1,12.56,2.38,7.42,0,0,0,0
117,13,3,0.55,182.125.181.141,DE,0,0,0.1,0.37,34.19,1,1,21.31,4.19,5.34,0,0,0,0
118,14,2,0.79,195.132.187.249,DE,1,0,0.19,0.38,9.44,1,0,22.85,4.1,9.17,0,0,0,1
119,10,0,1.36,94.77.16.38,BR,1,0,0.03,0.22,91.82,1,1,18.03,0.97,5.01,0,0,0,0
120,12,4,1.03,130.162.71.192,GB,1,0,0.16,0.2,22.92,1,1,19.93,0.77,6.15,0,0,0,0
121,5,2,1.11,103.217.190.25,CA,1,1,0.17,0.32,82.43,1,0,11.87,2.58,8.48,0,0,0,0
122,10,1,1.97,205.51.74.10,DE,0,0,0.19,0.4,71.77,1,0,6.55,4.96,6.85,0,0,0,0
123,9,1,0.76,168.87.65.2,US,0,0,0.1,0.24,51.41,1,0,2.8,3.25,5.57,0,0,0,0
124,10,0,0.89,49.39.118.46,GB,1,0,0.13,0.28,3.12,0,0,23.81,0.92,5.28,0,1,0,1
125,6,1,1.24,155.77.151.219,JP,1,0,0.14,0.28,9.96,1,0,6.98,4.4,9.37,0,0,0,0
126,14,0,0.57,193.12.49.12,AU,1,0,0.1,0.36,20.48,1,0,8.5,1.86,7.08,0,0,0,0
127,14,1,0.7,41.13.252.191,BR,1,0,0.19,0.16,72.16,1,0,3.98,4.85,6.31,0,0,0,0
128,14,4,1.05,219.31.141.50,CA,1,0,0.13,0.41,30.26,0,1,13.27,3.45,8.83,0,0,0,0
129,7,0,1.1,71.210.233.40,JP,1,0,0.13,0.21,40.58,1,0,1.66,0.18,7.3,0,0,0,0
130,10,4,1.26,119.22.89.201,CA,1,0,0.04,0.1,57.77,1,0,8.14,0.19,5.64,0,0,0,0
131,5,3,1.95,232.87.69.55,AU,1,0,0.02,0.03,83.68,1,0,22.2,3.36,7.95,0,0,0,0
132,9,2,1.61,214.63.50.253,BR,1,0,0.03,0.4,24.28,1,1,2.78,0.79,9.78,0,0,0,0
133,5,0,1.33,125.103.43.235,IN,1,0,0.04,0.46,75.85,1,1,4.25,4.39,6.58,0,0,0,0
134,14,3,0.69,202.167.156.124,IN,1,0,0.12,0.43,88.2,1,1,10.14,0.98,9.61,0,0,0,0
135,9,2,1.71,47.174.4.61,AU,1,0,0.06,0.18,56.22,1,0,6.45,3.95,6.7,0,0,0,0
136,6,4,1.41,49.134.73.233,DE,1,0,0.04,0.17,32.61,1,0,15.53,3.51,6.92,0,0,0,0
137,8,2,1.41,65.89.31.75,AU,1,0,0.19,0.47,96.53,0,1,6.97,0.55,9.8,0,0,0,0
138,6,0,1.41,35.153.124.211,IN,1,0,0.05,0.31,15.29,1,0,10.8,1.21,8.67,0,0,0,0
139,13,1,1.87,90.198.58.203,BR,1,1,0.08,0.18,34.49,0,0,12.46,3.66,5.53,0,0,0,0
140,13,4,0.79,215.94.114.115,US,1,0,0.17,0.44,70.48,0,1,19.26,4.35,7.15,0,0,0,0
141,7,4,1.82,74.176.238.3,US,1,1,0.02,0.11,33.88,0,1,21.55,1.61,9.4,0,0,0,0
142,10,0,0.63,75.31.0.73,IN,1,0,0.05,0.31,58.2,1,0,14.32,1.11,6.07,0,0,0,0
143,5,3,1.83,184.191.194.73,BR,0,0,0.07,0.26,70.75,0,0,0.91,4.77,9.02,0,0,0,0
144,7,1,1.78,126.252.244.83,JP,1,0,0.09,0.41,63.22,1,0,1.97,2.04,7.75,1,1,0,0
145,14,2,0.77,111.97.49.116,BR,0,0,0.13,0.23,79.87,1,1,7.18,2.18,8.62,0,0,0,0
146,8,2,1.97,57.22.136.109,US,0,0,0.19,0.07,18.06,1,1,22.01,2.45,7.18,0,0,0,0
147,11,3,0.65,234.243.108.238,BR,1,0,0.11,0.32,33.06,1,1,19.75,4.52,6.83,0,0,0,0
148,13,0,1.71,246.183.218.61,JP,1,0,0.1,0.4,1.34,0,0,20.04,1.08,8.98,0,1,0,0
149,6,2,1.4,222.150.145.41,AU,1,0,0.05,0.48,31.15,1,0,3.46,2.12,6.1,0,0,0,0
150,6,0,1.91,252.185.177.229,GB,1,0,0.01,0.3,9.77,1,1,19.71,0.71,7.03,0,0,0,0
151,8,2,0.84,144.112.140.64,BR,0,0,0.15,0.35,72.24,1,1,23.84,4.02,9.41,0,0,0,0
152,13,0,1.5,32.248.169.252,IN,0,0,0.01,0.29,43.4,1,1,15.74,0.19,9.74,0,0,0,0
153,13,2,0.52,250.4.11.224,DE,1,0,0.08,0.37,42.64,1,0,11.54,3.36,6.73,0,0,0,0
154,14,3,1.76,131.246.107.179,GB,1,1,0.05,0.25,95.8,1,0,20.23,2.96,9.95,0,0,0,0
155,6,3,1.64,142.101.34.147,CA,1,0,0.11,0.04,50.44,0,1,8.71,2.03,8.91,0,0,0,0
156,5,4,1.06,253.141.177.251,AU,1,1,0.16,0.04,56.36,1,1,20.01,0.2,8.2,0,0,0,0
157,5,2,1.46,37.163.205.104,AU,0,0,0.17,0.21,2.34,1,1,6.04,3.61,6.56,0,0,0,0
158,14,1,0.85,104.182.155.174,US,1,0,0.2,0.15,75.32,1,0,22.46,0.85,9.26,0,0,0,0
159,9,4,0.96,53.45.13.207,CA,1,0,0.17,0.23,95.49,1,1,12.83,3.75,6.51,0,0,0,0
160,6,4,1.1,242.29.83.53,BR,1,0,0.19,0.24,40.97,0,1,12.23,4.8,8.1,0,1,0,0
161,12,1,1.71,102.135.89.236,JP,1,0,0.08,0.2,17.31,1,1,7.32,4.85,9.2,0,0,0,0
162,14,3,1.94,18.73.189.136,US,1,0,0.07,0.26,33.3,1,1,3.55,1.78,8.14,0,0,0,0
163,12,1,0.75,173.104.249.249,CA,1,0,0.1,0.44,9.15,1,0,6.75,4.06,8.99,0,1,0,0
164,14,2,1.72,206.25.17.144,US,1,0,0.19,0.15,97.67,1,0,3.96,0.46,5.87,0,0,0,0
165,14,3,1.41,50.163.7.213,CA,1,0,0.12,0.3,95.92,1,0,7.08,4.02,6.69,0,1,0,0
166,13,2,0.99,234.165.86.227,GB,1,0,0.04,0.5,53.65,1,1,16.16,3.77,6.88,0,0,0,0
167,6,1,0.65,64.247.144.29,US,0,0,0.08,0.3,37.23,0,1,7.62,1.85,9.88,0,0,0,0
168,6,4,1.16,105.133.27.165,CA,1,0,0.15,0.26,13.79,1,1,6.95,1.93,6.24,0,0,0,0
169,14,2,1.08,112.145.149.205,CA,1,0,0.13,0.25,97.16,1,0,7.48,0.45,8.76,0,0,0,0
170,7,3,1.32,253.141.30.243,GB,1,0,0.09,0.38,9.78,1,1,13.06,3.56,9.16,0,0,0,0
171,10,4,1.51,155.206.151.225,CA,1,0,0.12,0.11,61.09,1,0,7.24,1.6,7.14,0,0,0,0
172,13,1,1.91,36.222.136.9,CA,1,0,0.15,0.24,21.71,1,1,6.87,3.51,6.35,0,0,0,0
173,5,2,0.72,184.181.217.61,BR,1,0,0.0,0.43,16.86,1,0,20.17,4.49,9.48,0,0,0,0
174,5,3,0.86,201.8.213.224,CA,1,0,0.17,0.23,15.47,1,0,15.82,2.48,7.67,0,0,0,0
175,14,0,1.38,185.95.250.185,GB,1,0,0.05,0.08,96.16,1,0,7.96,1.25,6.77,0,1,0,0
176,8,0,0.87,190.50.157.102,GB,1,0,0.1,0.04,32.69,1,1,23.05,0.43,9.48,0,0,0,0
177,6,0,0.92,192.145.231.116,JP,1,0,0.16,0.19,94.19,1,1,3.28,1.87,6.97,0,0,0,0
178,12,3,0.72,231.161.218.50,JP,1,0,0.09,0.31,76.7,1,0,11.16,1.76,7.47,0,0,0,0
179,12,4,1.84,159.240.58.130,US,1,0,0.07,0.09,64.73,1,0,12.92,4.51,9.96,0,0,0,0
180,6,1,1.88,213.165.214.127,DE,1,0,0.12,0.12,60.7,0,1,19.03,0.16,5.75,0,0,0,0
181,5,3,1.12,187.180.115.66,JP,1,0,0.1,0.22,48.69,1,1,13.25,2.94,8.19,0,0,0,0
182,12,1,1.6,235.156.122.124,DE,1,0,0.19,0.03,63.95,1,1,0.94,1.77,9.84,0,1,0,0
183,8,3,1.7,63.146.3.213,US,1,0,0.08,0.19,72.18,1,1,2.44,4.21,5.42,0,1,0,0
184,10,4,1.38,232.166.19.150,BR,1,0,0.09,0.2,15.59,0,1,16.08,4.87,8.7,0,0,0,0
185,5,4,1.66,234.188.129.104,IN,1,0,0.07,0.19,49.91,0,0,15.9,3.61,6.66,0,1,0,0
186,7,3,1.97,30.96.197.63,US,1,0,0.01,0.4,89.54,1,1,12.68,2.4,5.49,0,0,0,0
187,8,1,1.4,23.82.63.224,JP,1,1,0.17,0.19,40.46,0,0,7.79,2.57,9.39,0,0,0,0
188,9,2,1.4,170.4.12.21,BR,1,0,0.06,0.48,53.61,0,0,1.64,0.42,5.68,0,0,0,0
189,14,3,1.66,23.160.106.253,AU,0,0,0.02,0.33,0.14,1,0,13.95,1.53,5.17,1,0,0,1
190,6,2,1.32,214.184.150.76,JP,1,0,0.17,0.45,1.86,1,1,16.16,3.52,7.19,0,0,0,0
191,5,1,1.26,70.128.38.174,BR,1,0,0.19,0.12,20.0,1,1,13.22,4.92,9.69,0,0,0,0
192,9,2,1.37,216.190.16.89,US,1,0,0.13,0.41,22.9,0,0,5.37,0.46,9.95,0,0,0,0
193,12,3,0.69,154.49.158.102,IN,1,0,0.12,0.33,65.61,1,1,17.88,1.49,8.04,0,0,0,0
194,8,2,0.53,191.92.72.197,JP,0,0,0.17,0.29,18.86,1,0,11.61,0.43,8.96,0,0,0,0
195,13,1,1.57,44.182.210.66,US,0,0,0.16,0.47,78.28,0,1,1.92,4.01,5.24,0,0,0,0
196,14,4,1.0,207.249.99.241,GB,0,1,0.1,0.27,71.33,1,1,3.82,1.12,9.9,0,0,0,0
197,10,3,1.73,216.46.160.254,BR,1,1,0.09,0.04,44.23,1,1,11.02,3.36,7.06,0,0,0,0
198,8,1,1.97,112.184.204.236,DE,1,0,0.1,0.2,99.51,0,0,0.23,1.17,8.43,0,0,0,0
199,8,0,1.45,10.115.243.173,JP,1,1,0.19,0.27,96.49,1,1,18.68,3.32,7.0,0,0,0,0
200,14,0,0.98,177.221.159.180,AU,0,0,0.06,0.23,41.87,1,1,0.71,3.51,5.11,0,0,0,0
201,9,1,1.86,111.237.73.154,AU,1,0,0.17,0.42,2.2,0,1,16.16,0.73,5.95,0,0,0,0
202,12,1,0.63,54.28.246.203,DE,1,1,0.07,0.37,83.62,0,0,22.2,0.38,8.44,1,0,0,0
203,8,2,1.5,63.151.237.17,DE,1,1,0.08,0.35,10.31,0,0,9.44,2.34,5.54,0,0,0,0
204,7,4,1.65,219.90.57.218,CA,1,1,0.09,0.44,87.72,1,0,19.27,1.95,9.81,0,1,0,0
205,5,2,1.29,181.239.6.136,BR,1,0,0.01,0.4,87.26,1,0,8.25,0.7,9.2,0,0,0,0
206,10,2,1.2,41.126.249.126,GB,1,0,0.18,0.05,17.22,1,1,17.54,0.87,8.74,0,0,0,0
207,7,3,1.41,28.41.155.93,IN,1,0,0.02,0.1,43.86,1,0,21.71,4.14,8.82,0,0,0,0
208,13,0,1.22,180.228.107.172,BR,1,0,0.13,0.17,65.73,1,1,10.34,4.93,5.38,0,1,0,0
209,5,2,1.34,165.231.83.199,IN,0,0,0.03,0.12,5.99,0,1,4.74,2.79,8.88,0,0,0,1
210,9,4,1.08,6.227.19.6,DE,1,0,0.13,0.16,81.98,1,0,20.44,4.16,7.49,0,0,0,0
211,7,1,1.55,135.22.21.224,AU,1,0,0.15,0.19,75.99,1,1,21.62,2.86,8.31,0,0,0,0
212,12,3,0.63,113.183.99.103,DE,1,0,0.11,0.1,85.95,1,1,6.75,1.98,9.45,0,1,0,0
213,11,1,0.94,128.171.55.157,IN,0,0,0.18,0.46,50.5,0,0,21.77,2.51,5.5,0,0,0,0
214,14,3,1.12,226.247.230.130,IN,1,0,0.08,0.39,29.94,1,0,10.9,2.68,9.69,0,0,0,0
215,5,0,0.75,212.52.10.90,IN,1,0,0.0,0.45,50.68,1,0,2.92,4.54,7.42,0,0,0,0
216,5,3,1.68,222.242.134.200,CA,1,1,0.0,0.12,36.47,1,0,15.18,1.06,8.03,1,0,0,0
217,11,1,1.43,226.171.246.115,GB,1,0,0.19,0.21,3.77,1,0,6.28,3.69,5.42,0,0,0,0
218,13,0,1.87,143.177.241.254,GB,0,0,0.07,0.21,40.29,1,0,5.38,3.42,6.8,0,0,0,0
219,13,4,1.12,194.171.209.201,US,1,0,0.12,0.12,12.36,1,0,13.2,4.85,7.13,1,0,0,0
220,11,0,1.03,234.129.216.94,DE,1,0,0.12,0.31,10.49,1,0,21.16,4.68,5.75,1,0,0,0
221,11,1,1.74,184.144.79.117,IN,0,0,0.14,0.41,61.31,0,0,17.21,2.47,8.81,0,0,0,0
222,5,2,1.44,127.133.195.50,CA,1,0,0.02,0.32,68.01,1,0,23.78,4.33,9.73,0,0,0,0
223,14,4,0.6,23.86.164.20,DE,0,1,0.11,0.39,26.29,1,1,0.42,1.24,7.63,0,0,0,1
224,11,1,0.98,172.34.88.166,JP,1,0,0.04,0.27,45.02,1,0,21.32,1.83,9.93,0,0,0,0
